PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
WUJfG,r2r4/1p3pk1/p3P1pp/8/8/1B2BQb1/P1P1K2q/R4R2 w - - 2 28,e3f2 g3f2 f1f2 h2e5,2141,147,94,32,equality middlegame short,https://lichess.org/jcDHNNOD#55,
88yah,r5k1/1b1p2p1/p2q1bQ1/1pp1PR2/8/P2P4/1P2N2P/6K1 b - - 0 27,d6d3 e5f6 d3b1 g1f2 b1f5 g6f5,2126,76,94,14149,advantage long master middlegame,https://lichess.org/sVQG9xxW/black#54,
imtwG,5rk1/2R3p1/7p/3PP2n/1P1Q4/6pP/r7/4B2K w - - 0 38,h1g1 h5f4 d4f4 f8f4,2183,76,91,1888,advantage endgame master masterVsMaster short,https://lichess.org/iPKCaEHv#75,
fSQG5,8/3r4/R3kpp1/7p/5P1P/6K1/5P2/8 b - - 12 60,d7d6 f4f5 g6f5 a6d6 e6d6 g3f4 d6e6 f2f3 e6e7 f4f5,2168,78,94,3658,crushing endgame master quietMove rookEndgame veryLong zugzwang,https://lichess.org/4VWKFKIc/black#120,
QCZoi,2r2rk1/1R3p2/p3p1pp/2bnN2N/q2B2QP/8/P4PP1/5RK1 b - - 0 29,a4d4 g4g6 f7g6 b7g7 g8h8 e5g6,2205,80,84,346,intermezzo kingsideAttack long master mate mateIn3 middlegame sacrifice,https://lichess.org/KoTlfQD5/black#58,
TNnh5,rnbqkb1r/ppp1pp1p/5np1/8/3P1B2/2N2Q2/PPP3PP/R3KBNR b KQkq - 0 6,d8d4 c3b5 d4b2 b5c7,2180,91,88,1237,advantage opening short,https://lichess.org/ghYH9Ft1/black#12,Blackmar-Diemer_Gambit Blackmar-Diemer_Gambit_Other_variations
NcViF,8/8/6pp/p3k1p1/Pp4P1/1P2KP1P/8/8 w - - 2 52,e3e2 e5d4 e2d2 h6h5 g4h5 g6h5,2242,76,94,1398,crushing endgame long pawnEndgame,https://lichess.org/pH9B6OdR#103,
5aFBy,r1b1qrk1/pp4pp/2p2n2/3pb1B1/2P5/2NB4/PPQ2PPP/4RRK1 w - - 0 17,c4d5 e5h2 g1h2 e8h5 h2g1 f6g4 g5f4 f8f4,2107,77,95,431,advantage attraction fork middlegame sacrifice veryLong,https://lichess.org/miN6SY9a#33,English_Opening English_Opening_Mikenas-Carls_Variation
y90zO,r3k2r/ppp2ppp/2n2q2/3p4/3Pn1b1/PBP2N2/5PPP/R1BQ1RK1 b kq - 2 11,e4c3 d1e1 c3e4 b3d5 g4f3 g2f3,2228,78,93,4353,advantage deflection fork long middlegame pin,https://lichess.org/cbvwgvWv/black#22,Four_Knights_Game Four_Knights_Game_Italian_Variation
1HZXJ,1rq1k1nr/p3p2p/1p2Npp1/2pQn3/5P2/2P1P3/P5PP/R1B2RK1 b k - 0 18,c8d7 f4e5 d7d5 e6c7 e8f7 c7d5,2196,77,84,180,crushing fork long middlegame pin sacrifice,https://lichess.org/cHeXgvPr/black#36,Modern_Defense Modern_Defense_Other_variations
g1Rwm,2k3rr/pppb1R2/4q3/4p3/3pP2p/3P3P/PPPQN1PK/5R2 w - - 1 23,f7f6 g8g2 h2g2 h8g8 g2f2 e6f6,2234,90,49,79,advantage attraction interference long middlegame sacrifice,https://lichess.org/6eqM4vFU#45,
HiHmt,1k1r2nr/1pp2p2/p2p1q1b/3P3p/QP1NPpp1/2P2P2/P4R1P/R1B2K2 b - - 1 18,g4f3 b4b5 g8e7 b5a6,2253,82,90,628,crushing middlegame short,https://lichess.org/K9vZaF0i/black#36,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
Methe,6r1/p3kp2/4p2P/2p5/4q1P1/2P1p2R/P1P1QbP1/3R3K w - - 3 36,e2a6 e3e2 a6d6 e7f6,2224,77,87,874,advancedPawn advantage endgame master short,https://lichess.org/SSiQoyOF#71,
WN4aE,r4rk1/pQpbnppp/8/3p4/2q5/2B2B2/PP3P1P/2KR2NR w - - 2 19,f3d5 e7d5 b7d5 c4d5 d1d5 d7c6 d5g5 f7f6,2255,74,95,1618,advantage middlegame veryLong,https://lichess.org/oXTmKMue#37,Nimzowitsch_Defense Nimzowitsch_Defense_Kennedy_Variation
ViJw0,6k1/2q2ppp/1p2p3/pQ1pN3/3P1P2/bP2P3/5KPP/2r5 b - - 5 29,f7f6 b5e8 a3f8 e8e6 g8h8 e5f7 c7f7 e6f7,2197,84,88,1120,advantage endgame kingsideAttack veryLong,https://lichess.org/Dt17m0G8/black#58,
luyGh,1r2k2r/q4p2/4b1pB/1p2P3/pbp3PP/2N2N2/3Q1P2/2R2K1R w k - 0 25,d2e3 a7e3 h6e3 b4c3,2200,76,84,103,crushing master middlegame short,https://lichess.org/DggoJuCw#49,
eTr7K,r1b1r1k1/ppqnbBpp/2p5/4p1Q1/4n2P/2N2N2/PPP2PP1/R1B1K2R b KQ - 0 12,g8f7 g5h5 f7f8 c3e4 d7f6 e4f6,2224,81,89,1546,advantage long middlegame,https://lichess.org/8eGDBuOy/black#24,Van_Geet_Opening Van_Geet_Opening_Other_variations
6VyOY,3r2k1/p1prbp1p/1p1P2p1/2P5/P7/5B1P/2R2PP1/3R2K1 b - - 0 29,b6c5 d6e7 d7d1 g1h2 d8e8 f3d1,2239,77,93,3415,advancedPawn advantage endgame long sacrifice,https://lichess.org/FV17lvss/black#58,
PyZEs,r2r2k1/1pp2pp1/p6p/n3P1b1/3P2Q1/Pq4P1/1P4BP/R1B2RK1 w - - 6 20,f1f3 b3d1 g2f1 g5c1,2177,75,75,287,crushing middlegame short,https://lichess.org/IoVpGJSQ#39,
bx8RL,8/5p2/2p1k2p/p1p1p2P/P1P1Pb2/5P2/1KP1N3/8 w - - 1 33,b2c3 e6f6 c3d3 f6g5,2243,76,85,99,advantage endgame master short,https://lichess.org/i2sirZ74#65,
47Qpc,2k5/p1P5/3P2p1/2NK1p2/8/4q3/8/8 b - - 9 59,e3c5 d5c5 c8d7 c5b5 f5f4 b5a6,2215,95,79,29,crushing endgame hangingPiece long,https://lichess.org/DpizZOFG/black#118,
n5nrS,r4kn1/pp6/5pq1/3n4/3P2P1/8/PPPB3r/RN1K1QR1 w - - 3 20,f1f5 h2d2 d1c1 g6f5,2102,94,77,19,crushing middlegame short,https://lichess.org/5J3BE7hf#39,
00MHi,8/8/5pp1/5k1p/5P1P/4R1P1/2r5/5K2 w - - 0 43,e3e2 c2e2 f1e2 f5g4 e2f2 g4h3,2247,80,74,218,crushing endgame long rookEndgame zugzwang,https://lichess.org/im48PGD7#85,
Tn3sI,4kr1Q/1p2rbp1/6Bp/p2pN3/P7/2P5/6PP/6K1 w - - 15 32,g6f7 e7f7 e5f7 f8h8 f7h8 b7b5 a4b5 a5a4 b5b6 e8d7,2252,78,85,56,crushing defensiveMove endgame quietMove veryLong,https://lichess.org/2Y1tEoWh#63,
yaL2z,1q6/3b1rk1/R2p1n1p/2pP1p2/2B1pP2/7P/4N1P1/Q6K b - - 3 39,d7b5 c4b5 b8b5 e2g3,2242,81,83,63,advantage master middlegame pin short,https://lichess.org/EFBEQQGY/black#78,
4I9LC,8/8/8/1n1k1pp1/N2P4/3K2P1/8/8 w - - 1 51,a4c3 b5c3 d3c3 d5e4 d4d5 e4d5,2255,77,86,240,crushing endgame knightEndgame long zugzwang,https://lichess.org/YTlBbQ57#101,
eD0gQ,r6k/1pp2q1b/1b6/2p1Pr2/p6R/2P3PQ/PP1R1P1P/2N3K1 b - - 1 28,c5c4 e5e6 f5f2 e6f7,2148,76,96,289,advancedPawn advantage middlegame short,https://lichess.org/fdBYdzKU/black#56,
72YKL,8/1p6/1P1pqk2/3Qp3/4Pp2/5P2/6PK/8 w - - 1 46,d5e6 f6e6 h2h3 e6d7 g2g4 f4g3 h3g3 d7c6,2275,76,95,120,crushing enPassant endgame veryLong,https://lichess.org/EiLXbPzE#91,
hpFdo,1r1q1nk1/4b3/p2pp1p1/3N1r1p/1p1B1P1P/3Q4/PPP5/1K4R1 b - - 7 25,e6d5 d3f5 d8e8 f5h5 e7f6 d4f6,2101,81,90,927,advantage long middlegame pin,https://lichess.org/RAqJoWj1/black#50,
LlfCD,8/pk6/1p2p3/1K2P1p1/PP4P1/8/8/8 w - - 2 40,a4a5 a7a6 b5c4 b6a5 b4a5 b7c6 c4b4 c6d5,2152,75,97,2680,crushing deflection endgame pawnEndgame veryLong zugzwang,https://lichess.org/My11QMIP#79,
7gqLv,3qk2r/1b1p1pb1/pp2pnp1/5P1p/3BP3/2r3P1/PPPQ2BP/2KR3R w k - 0 15,d4c3 g7h6 d2h6 h8h6,2136,75,93,2345,advantage middlegame pin short,https://lichess.org/7yhu2kr8#29,Sicilian_Defense Sicilian_Defense_Closed
jFK9W,r1b1kbnr/1pq2pp1/p6p/2p1N3/3pP3/3P1QN1/PPP2PPP/R1B1K2R w KQkq - 2 13,c1f4 g7g5 g3h5 g5f4,2245,75,90,702,advantage middlegame short,https://lichess.org/qplo1Evh#25,Caro-Kann_Defense Caro-Kann_Defense_Two_Knights_Attack
C6Cfx,r1r3k1/3R1ppp/p3p3/4P3/7n/Q4P1P/5P2/7K b - - 0 29,c8c2 a3e7 a8f8 e7h4,2129,83,79,45,advantage endgame short,https://lichess.org/5ZkgRr2e/black#58,
9c1Fb,kqr5/1p3p2/PQ2p1p1/2B1P3/P2r4/6Pp/7P/2R3K1 b - - 0 37,c8c5 c1c5 d4a4 a6b7 b8b7 b6d8 a8a7 c5c7,2267,78,86,48,advancedPawn crushing endgame hangingPiece pin veryLong,https://lichess.org/lfx0t5xd/black#74,
LfKux,5r1k/3Q2pp/p7/4bN2/3pP3/P2P1K1P/1P4Bq/5R2 w - - 10 34,f1h1 h2g3 f3e2 g3g2,2138,92,63,21,crushing deflection middlegame pin short,https://lichess.org/cvdPp7PI#67,
FRui8,8/1p5p/1p3kp1/5p2/Pr3P1P/2NppP2/8/R4K2 b - - 1 38,b4f4 c3d5 f6e5 d5f4 e5f4 a1a3 d3d2 f1e2,2182,76,95,12412,advantage endgame fork veryLong,https://lichess.org/EToIHpAY/black#76,
2sZJ5,3rr1k1/1b2b1pp/ppq1pp2/2pnB3/P3N1Q1/1B1P3P/1PP2PP1/R3R1K1 w - - 0 19,b3d5 e6d5 e5f6 e7f6 e4f6 c6f6,2141,78,61,67,crushing long master masterVsMaster middlegame,https://lichess.org/ZoaYcNVP#37,Sicilian_Defense Sicilian_Defense_Moscow_Variation
kFE9L,8/1p3Qpk/p4p1p/6r1/5q2/P3N3/1PP3R1/1K6 w - - 3 36,e3d5 f4f1 b1a2 f1c4,2285,82,89,620,advantage endgame fork short,https://lichess.org/hpRt47Dv#71,
92gNK,5k2/1p3Ppp/pq2p3/5n1P/1P2QP2/P2R4/4R1K1/2r5 w - - 1 43,e4e6 b6g1 g2h3 g1h1 e2h2 h1f1 h2g2 f1d3,2155,84,90,474,advantage endgame exposedKing fork veryLong,https://lichess.org/j9FHUr70#85,
fxsLj,1k6/1p6/pqp1RP1p/8/8/2r5/P1P3PP/5R1K b - - 0 28,b6b5 e6e1 c3c2 f6f7 b8a7 f7f8q,2217,77,70,90,advancedPawn advantage endgame long promotion queenRookEndgame quietMove,https://lichess.org/Gr4WhoHB/black#56,
7oweI,r4rk1/pp2bppp/2pq1n2/3p1N1b/8/P1NQ3P/1PP2PP1/R1B2RK1 b - - 3 14,d6c7 d3g3 c7g3 f5e7 g8h8 f2g3,2289,115,83,33,advantage deflection intermezzo long middlegame sacrifice,https://lichess.org/BmBV2Yc0/black#28,French_Defense French_Defense_Exchange_Variation
er0RX,4Q3/1R6/1p2pkp1/pNb2p2/P4q2/7P/5rP1/5RK1 w - - 0 31,e8f7 f6g5 h3h4 f4h4 f7e7 c5e7,2156,81,77,57,crushing long middlegame,https://lichess.org/v31yd4J0#61,
isI8W,r4rk1/ppb2pp1/2n1p2p/2P3NQ/1P2p3/P2q4/1B3PPP/3R1RK1 b - - 1 17,d3c2 b2g7 g8g7 g5e6 f7e6 d1d7,2185,80,91,1109,advantage attraction kingsideAttack long middlegame sacrifice,https://lichess.org/PlJRYSTR/black#34,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
W7sNc,r2q1rk1/5p1p/p5p1/1pb2R2/3N4/P1PQ4/1PB3PP/R5K1 b - - 0 21,g6f5 d3g3 g8h8 g3e5 f7f6 e5c5,2247,84,88,940,advantage fork long middlegame,https://lichess.org/LYAhFMkq/black#42,
VihNc,6k1/p5p1/2Rp4/6p1/2P1p3/1P3RKP/1Pq3P1/8 w - - 0 29,f3e3 c2d2 e3e4 d2d3 g3h2 d3e4,2234,83,91,1394,crushing endgame fork long queenRookEndgame,https://lichess.org/fqIJhhEm#57,
ZsfqU,8/3k4/1p3p2/p1pKbP1p/P1P5/3P3P/5B2/8 b - - 11 57,e5f4 d3d4 c5d4 f2d4,2112,85,39,42,bishopEndgame crushing endgame master short,https://lichess.org/yYHczLBM/black#114,
2sVDm,8/1p6/7R/3p2R1/2kr4/4p1P1/KP5P/8 w - - 0 55,h6b6 e3e2 b2b3 c4c3 g5e5 d4e4 e5d5 e2e1q,2274,87,90,660,advancedPawn crushing defensiveMove endgame master promotion rookEndgame veryLong,https://lichess.org/U1Bi6A1s#109,
GaLBD,3r4/2Qnkp2/p3p2p/1q2Pbp1/N7/P4B2/5PPP/5RK1 b - - 5 25,b5a4 c7d6 e7e8 f3c6 a4a5 f1d1 f5e4 c6d7 d8d7 d6d7,2137,74,85,133,advantage master middlegame quietMove veryLong,https://lichess.org/VoSlV9GR/black#50,
Onm7A,r4rk1/1q2bppp/p1p1bn2/4B3/8/2Q2N2/PP3PPP/RN2R1K1 w - - 1 16,f3g5 f6d5 g5e6 d5c3,2179,79,92,3363,crushing middlegame short,https://lichess.org/KZooeyxt#31,Sicilian_Defense Sicilian_Defense_Delayed_Alapin
dBK5g,2Rb3r/1pBk2pp/8/p2P1p2/P5B1/3n4/1P3qPP/3Q3K w - - 0 23,c8d8 h8d8 c7d8 d7d8,2186,90,89,936,crushing middlegame short,https://lichess.org/dQgKgoOt#45,
D293h,8/5pkp/p3pBp1/1p1rP2P/1q2Q3/8/3b1PP1/5RK1 b - - 1 38,g7f8 f1c1 f8e8 c1c8 e8d7 e4c2 b4b1 c2b1,2252,131,86,14,endgame,https://lichess.org/pYocPn2g/black#76,
5IW1k,1rq1k3/3np3/3p2N1/3N4/p2QP3/P7/2K3P1/5R2 w - - 1 26,c2d3 c8a6 d3d2 a6f1 d4h8 d7f8,2173,80,87,96,advantage long middlegame skewer,https://lichess.org/t9bXgILh#51,
ZjiFD,r4r2/pp3pk1/1np1pNp1/4PnNp/3q3P/6P1/PP2QP2/3R1RK1 b - - 3 18,f5g3 e2f3 g3e2 f3e2,2260,82,87,670,advantage master middlegame short,https://lichess.org/rlSxB2B8/black#36,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation
84d9k,6k1/1R4p1/7p/5K1P/1p4P1/5P2/1r6/8 b - - 1 36,b2f2 f5g6 f2f3 b7g7,2144,75,86,664,crushing endgame rookEndgame short,https://lichess.org/wm42aU2G/black#72,
jDCK3,2kr4/pp5Q/2p1p3/3pq3/2n4N/P5PK/7P/1R6 b - - 2 33,d8h8 h7b7 c8d8 b7b8 e5b8 b1b8 d8e7 b8h8,2118,78,96,6880,crushing endgame skewer veryLong,https://lichess.org/mERQbsVA/black#66,
QByC2,8/8/8/2p5/P1Ppp3/7k/1P2KRr1/8 b - - 4 40,g2f2 e2f2 d4d3 a4a5 d3d2 f2e2 e4e3 a5a6 h3g2 a6a7 d2d1b e2d1,2257,83,91,354,advancedPawn advantage endgame quietMove veryLong,https://lichess.org/RaIUbQ5N/black#80,
dXPqb,7r/p2kb1Q1/3q3r/2p5/2PpRP2/6P1/PP6/R1B3K1 w - - 1 27,f4f5 h6h1 g1f2 h8h2 f2f3 h1f1 f3g4 h2h4 g3h4 f1g1 g4f3 g1g7,2105,77,82,91,crushing exposedKing master middlegame sacrifice skewer veryLong,https://lichess.org/ehXkpJpb#53,
qJHiO,r5k1/p2q2p1/1npN2Q1/1p2PR2/2pP4/P1Pb2P1/1B5P/6K1 b - - 8 34,d3f5 d6f5 a8e8 f5g7 d7g7 g6e8,2226,115,72,34,crushing deflection kingsideAttack long middlegame,https://lichess.org/sYH7EBYK/black#68,
P6Y2g,2rr4/pb3kp1/1p2P2p/5p2/8/P1B5/1P3P1P/3RR1K1 b - - 0 32,f7g8 d1d7 d8d7 e6d7,2218,81,74,61,advancedPawn collinearMove crushing endgame master short,https://lichess.org/iN21EHQE/black#64,
z4SgL,8/2k5/B1bb1p2/3p1Pp1/1p1P2Pp/pP1N3P/P3K3/8 w - - 6 47,d3f2 c6a4 a6d3 a4b3,2109,79,84,57,crushing endgame short,https://lichess.org/XXq8KUpZ#93,
jpxRm,4r1k1/1b3pp1/5n1p/qPp1R3/2B5/6P1/2Q2PP1/4R1K1 b - - 0 35,a5e1 e5e1 e8e1 c4f1,2124,77,83,43,crushing master middlegame short,https://lichess.org/sTN0T16F/black#70,
qWzxF,r2qk2r/1b1nbppp/2P1p3/pN1pN3/R2PnP2/8/2Q1P1PP/2B1KB1R b Kkq - 0 15,e7b4 a4b4 a5b4 c6b7,2219,94,90,1112,advancedPawn crushing middlegame short,https://lichess.org/Hc7NEAmN/black#30,Queens_Gambit_Declined Queens_Gambit_Declined_Other_variations
MOIdp,2r2r2/1q3pQ1/p2kN1p1/1p2R3/3P4/P7/1P3P1P/4R1Kb w - - 1 34,e5e4 b7e4 g7f8 c8f8,2137,78,92,3674,advantage middlegame short,https://lichess.org/YATGnQSe#67,
KcvMQ,8/6b1/p5kp/1p2p3/2p1K2P/2B3P1/PP6/8 w - - 3 37,c3e5 g7e5 e4e5 g6h5 a2a3 h5g4,2211,80,87,95,bishopEndgame crushing endgame long,https://lichess.org/5CSrTgbb#73,
s2OgF,2krr3/Qpp1n2p/p2b2p1/5p2/1N3P2/3B1qP1/1PP4P/2KR3R w - - 0 21,b4a6 b7a6 d3a6 c8d7 a6b5 e7c6,2154,79,87,234,advantage long middlegame,https://lichess.org/6YZKFSqt#41,
LRPHm,2rq1rk1/pp2bpp1/4p3/6Bp/3Pp1b1/2PQRN2/PP3PPP/4R1K1 w - - 0 17,d3e4 e7g5 f3g5 d8g5 h2h3 g4f5,2205,77,87,255,crushing long middlegame,https://lichess.org/GVCfqTz3#33,Caro-Kann_Defense Caro-Kann_Defense_Exchange_Variation
4B7LU,4kr1Q/r2p4/4pN2/p1q5/2P2p2/1P3BP1/2n1P2P/3R1K2 b - - 13 39,e8e7 d1d7 a7d7 h8f8 e7f8 f6d7 f8e8 d7c5,2209,77,94,1913,attraction crushing fork middlegame sacrifice veryLong,https://lichess.org/qBENflTg/black#78,
DcowV,r1b3k1/2q2p1p/p2p2p1/P1pP2B1/1pB1r3/1P6/5PPP/Q4RK1 b - - 0 20,c8b7 a1f6 c7d8 f6d8 a8d8 g5d8,2106,76,83,98,crushing long middlegame,https://lichess.org/tyXefbrb/black#40,
ebLzf,3r1r2/5ppk/2p4p/p3P3/1b2QP1q/8/BpP4P/1K1R2R1 b - - 2 24,g7g6 d1d8 h4d8 a2f7 f8f7 e4g6 h7h8 g6f7,2296,88,91,1306,attraction crushing fork middlegame veryLong,https://lichess.org/hFv014aU/black#48,
rkdQN,8/1p4k1/3pq2p/1P4p1/2PQ1p2/2K1p2P/8/8 b - - 3 43,e6e5 d4e5 d6e5 c4c5 f4f3 c3d3 g5g4 h3g4,2108,81,91,581,crushing endgame queenEndgame quietMove veryLong,https://lichess.org/1Pk6udc7/black#86,
ZlMBx,8/1p4Q1/p7/P5kr/1P2b3/7P/4r1PK/8 b - - 4 59,g5f4 g7g3 f4f5 g3g4 f5f6 g4e2,2202,82,88,568,advantage endgame fork long,https://lichess.org/COjKds2B/black#118,
iwQZA,4R3/p2k4/5p1P/1p6/2r2pp1/2P3K1/PP6/8 w - - 0 33,g3g4 f4f3 g4g3 f3f2 h6h7 f2f1q,2143,78,83,57,advancedPawn crushing discoveredAttack discoveredCheck endgame long promotion rookEndgame,https://lichess.org/FH7WdUx7#65,
3kyHF,r2r3k/2pN2pp/2P5/p4pq1/P7/1Q3P2/6PP/R6K b - - 1 28,a8a6 d7e5 g5f6 e5f7 f6f7 b3f7,2205,77,92,9301,advantage endgame fork long quietMove,https://lichess.org/MHOrR3mm/black#56,
cWdFk,2r1nrk1/p1q5/1p4p1/3Pp1Qp/2P1P1p1/6Kb/P3B3/B1R1R3 b - - 1 27,e8d6 g5g6 c7g7 g6g7 g8g7 a1e5,2155,85,82,61,advantage attraction exposedKing kingsideAttack long middlegame,https://lichess.org/2pZltdNp/black#54,
hwVL5,5r2/ppp3kp/2n3p1/6q1/2QP4/2P1rB1R/P1P3P1/5RK1 b - - 7 21,g5f4 f3e2 f4e4 f1f8 g7f8 h3h7,2292,118,85,20,advantage discoveredAttack long middlegame quietMove,https://lichess.org/xSDU6pVq/black#42,
IQRxO,r4r1k/pp3p2/3q3p/2n1pB1P/8/P1PP1P2/1P1QK3/R5R1 w - - 6 30,d3d4 c5b3 g1g6 d6g6 h5g6 b3d2,2242,78,85,587,advantage fork long middlegame,https://lichess.org/XLB2ybjX#59,
3SNGb,2kr3r/ppp2ppp/2p5/2b3q1/3PP1b1/4P3/PPP2QPP/RN2KB1R w KQ - 3 11,h2h3 c5d4 h3g4 d4b2 f2f5 g5f5,2155,76,91,1299,advantage long middlegame,https://lichess.org/ooEX0hle#21,Petrovs_Defense Petrovs_Defense_Stafford_Gambit
EWwvB,r5rk/pppb1ppp/3p1P2/3q2B1/P2P1R2/2P3QP/1P5K/6R1 b - - 0 27,g7g6 f4h4 g8e8 h4h7 h8h7 g3h4 h7g8 h4h6 e8e2 h2g3 d5g5 h6g5,2278,79,80,138,attraction crushing kingsideAttack middlegame sacrifice veryLong,https://lichess.org/bL143uSy/black#54,
qSQ9a,5r2/2r5/5p2/3R1Bp1/P2p2k1/1P1P2bp/2P3R1/6K1 b - - 1 41,g4h4 d5d4 g3f4 g2h2 g5g4 d4f4,2212,77,87,82,crushing endgame long pin,https://lichess.org/F8eIah25/black#82,
g36mK,8/8/1p4p1/p4p1p/P4P1P/1k1K4/1P6/8 b - - 5 36,b3a4 d3c4 b6b5 c4c3 b5b4 c3c4 b4b3 c4c5,2204,75,93,2873,crushing defensiveMove endgame pawnEndgame veryLong zugzwang,https://lichess.org/RHwQxQL5/black#72,
cK2zE,3r1rk1/1bp2pp1/pb1q1n1p/1p2p1B1/4P3/1BP2Q2/PP1N1PPP/3RR1K1 w - - 0 16,d2c4 b5c4 d1d6 d8d6,2294,78,85,484,advantage master middlegame short,https://lichess.org/laHi6m6a#31,Ruy_Lopez Ruy_Lopez_Morphy_Defense
ZPmkE,6k1/p3qppp/1p1r1n2/2pRpPB1/4P3/5Q2/PPP3PP/6K1 b - - 0 24,c5c4 f3a3 d6d7 a3e7,2131,77,87,387,crushing endgame short,https://lichess.org/EvMXBOPy/black#48,
u2aSc,2kr2nr/pp3ppp/8/4P3/1b1n1B2/2N2P2/PPK2P1P/R4B1R w - - 1 13,c2d3 d4e6 d3e4 d8d4,2278,76,78,89,crushing discoveredAttack discoveredCheck middlegame short,https://lichess.org/Mst3SztP#25,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit_Declined
ZAUBK,r4k1r/p1q2pR1/Q1pb1n1p/4n3/4P3/1B2B3/PpP2P1P/1K4R1 b - - 3 19,h6h5 f2f4 f6g4 f4e5 f8g7 e5d6,2288,89,87,572,crushing long middlegame pin,https://lichess.org/Acgv7TJx/black#38,Philidor_Defense Philidor_Defense_Lion_Variation
TVPtN,3qrk1r/5p2/1p1p1p1p/3PnQ2/3B2PP/1P6/P1B5/5RK1 b - - 0 29,d8c8 d4e5 c8c5 f1f2 e8e5 f5f6 e5e1 g1h2 c5d5 f6h8,2263,113,60,56,advantage middlegame veryLong,https://lichess.org/yoHhvYfr/black#58,
RgMrH,2r2k2/1b4p1/p2p2p1/1p2p2r/8/2PP2PK/PP1n1P2/R2Q1R2 w - - 6 26,h3g4 c8c4 d3c4 b7c8,2224,91,88,1581,clearance mate mateIn2 middlegame sacrifice short,https://lichess.org/mEDGDKPg#51,
MWpb7,r1bq1rk1/1p2bppp/3ppn2/p1p1P3/8/2NPQN2/PPP1BP1P/2KR2R1 b - - 0 12,d6e5 e3h6 f6g4 g1g4,2270,83,89,1173,crushing middlegame pin short,https://lichess.org/mHyiN5Ms/black#24,Sicilian_Defense Sicilian_Defense_Modern_Variations
T2Jjh,8/8/8/5npk/8/r2N2P1/5K2/3R4 b - - 11 50,h5g4 d3e5 g4h5 g3g4 h5h6 g4f5,2194,83,84,187,crushing endgame fork long,https://lichess.org/EeejBhLa/black#100,
